지점,평가그룹,영업팀,채널,유통,트롬 건조기 수당,통돌이 수당,스타일러 수당,DIOS 수당,일반 김치 기타 수당,청소기 수당,식기세척기 수당,조리기기 수당,TV 수당,사운드바 수당,에어컨 수당,에어케어 수당,정수기 수당,가전수당계,PC 수당,"올레드48""↓ 수당",시네빔 수당,모니터 수당,포터블 수당,톤플러스 수당,pc수당계,지점수당,트롬 건조기 수량,통돌이 수량,스타일러 수량,DIOS 수량,일반 김치 기타 수량,청소기 수량,식기세척기 수량,조리기기 수량,TV 수량,사운드바 수량,에어컨 수량,에어케어 수량,정수기 수량,가전수량계,PC 수량,"올레드48""↓ 수량",시네빔 수량,모니터 수량,포터블 수량,톤플러스 수량,PC수량계,지점수량계
신 홈플러스 죽도점,경북대형마트담당 홈플러스,혼매경북팀,홈플러스,대형마트,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
신 홈플러스 포항점,경북대형마트담당 홈플러스,혼매경북팀,홈플러스,대형마트,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"40,000 ",0 ,0 ,0 ,"160,000 ","200,000 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,"200,000 ",0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,2
(신)이마트 김천점,경북대형마트담당 이마트,혼매경북팀,이마트,대형마트,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"20,000 ",0 ,0 ,0 ,"80,000 ","100,000 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,"100,000 ",0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,2
(신)이마트 동구미점,경북대형마트담당 이마트,혼매경북팀,이마트,대형마트,"10,000 ","60,000 ",0 ,"155,000 ","20,000 ","15,000 ",0 ,0 ,"20,000 ",0 ,0 ,"10,000 ","80,000 ","370,000 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,"370,000 ",1,3,0,3,3,1,0,0,1,0,0,1,1,14,0,0,0,0,0,0,0,14
(신)이마트 상주점,경북대형마트담당 이마트,혼매경북팀,이마트,대형마트,0 ,0 ,0 ,0 ,"10,000 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"10,000 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,"10,000 ",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
(신)이마트 성서점,경북대형마트담당 이마트,혼매경북팀,이마트,대형마트,"90,000 ","40,000 ","40,000 ",0 ,"15,000 ",0 ,0 ,0 ,"3,000 ",0 ,0 ,0 ,"80,000 ","268,000 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,"268,000 ",4,2,1,0,2,0,0,0,2,0,0,0,1,12,0,0,0,0,0,0,0,12
(신)이마트 E/T비산점,경북대형마트담당 이마트,혼매경북팀,이마트,대형마트,"125,000 ",0 ,"40,000 ",0 ,"10,000 ","30,000 ",0 ,0 ,"20,000 ",0 ,0 ,0 ,0 ,"225,000 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,"225,000 ",5,0,1,0,2,1,0,0,1,0,0,0,0,10,0,0,0,0,0,0,0,10
(신)이마트 만촌점,경북대형마트담당 이마트,혼매경북팀,이마트,대형마트,0 ,"40,000 ","50,000 ",0 ,"25,000 ","15,000 ",0 ,0 ,"48,000 ",0 ,0 ,"20,000 ",0 ,"198,000 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,"198,000 ",0,2,2,0,3,1,0,0,3,0,0,2,0,13,0,0,0,0,0,0,0,13
(신)이마트 반야월점,경북대형마트담당 이마트,혼매경북팀,이마트,대형마트,0 ,0 ,0 ,0 ,"5,000 ",0 ,0 ,0 ,"21,500 ","1,800 ",0 ,0 ,0 ,"28,300 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,"28,300 ",0,0,0,0,1,0,0,0,2,1,0,0,0,4,0,0,0,0,0,0,0,4
(신)이마트 영천점,경북대형마트담당 이마트,혼매경북팀,이마트,대형마트,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(신)이마트 포항점,경북대형마트담당 이마트,혼매경북팀,이마트,대형마트,"30,000 ",0 ,0 ,0 ,"5,000 ","40,000 ",0 ,0 ,"21,500 ",0 ,0 ,0 ,"130,000 ","226,500 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,"226,500 ",1,0,0,0,1,2,0,0,2,0,0,0,2,8,0,0,0,0,0,0,0,8
(신)이마트 경산점,경북대형마트담당 이마트,혼매경북팀,이마트,대형마트,"80,000 ",0 ,"40,000 ","10,000 ",0 ,"30,000 ",0 ,0 ,"20,000 ",0 ,0 ,"10,000 ",0 ,"190,000 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,"190,000 ",4,0,1,1,0,1,0,0,1,0,0,1,0,9,0,0,0,0,0,0,0,9
(신)이마트 월배점,경북대형마트담당 이마트,혼매경북팀,이마트,대형마트,"30,000 ","10,000 ","40,000 ","30,000 ","10,000 ",0 ,0 ,0 ,"61,500 ",0 ,0 ,0 ,"330,000 ","511,500 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,"511,500 ",1,1,1,1,1,0,0,0,4,0,0,0,5,14,0,0,0,0,0,0,0,14
(신)이마트 이동점,경북대형마트담당 이마트,혼매경북팀,이마트,대형마트,"10,000 ",0 ,"40,000 ",0 ,"5,000 ",0 ,0 ,0 ,"23,000 ",0 ,0 ,0 ,0 ,"78,000 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,"78,000 ",1,0,1,0,1,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,6
(신)이마트 칠성점,경북대형마트담당 이마트,혼매경북팀,이마트,대형마트,0 ,0 ,0 ,0 ,"10,000 ","60,000 ","50,000 ",0 ,"7,500 ","1,800 ",0 ,0 ,"150,000 ","279,300 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,"279,300 ",0,0,0,0,2,2,1,0,1,1,0,0,2,9,0,0,0,0,0,0,0,9
(신)이마트 구미점,경북대형마트담당 이마트,혼매경북팀,이마트,대형마트,"140,000 ",0 ,0 ,0 ,"45,000 ","15,000 ",0 ,0 ,0 ,0 ,"30,000 ","20,000 ",0 ,"250,000 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,"250,000 ",4,0,0,0,2,1,0,0,0,0,2,2,0,11,0,0,0,0,0,0,0,11
신 홈플러스 문경점,경북대형마트담당 홈플러스,혼매경북팀,홈플러스,대형마트,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
신 홈플러스 안동점,경북대형마트담당 홈플러스,혼매경북팀,홈플러스,대형마트,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"30,000 ",0 ,0 ,"20,000 ","180,000 ","230,000 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,"230,000 ",0,0,0,0,0,0,0,0,1,0,0,1,2,4,0,0,0,0,0,0,0,4
신 홈플러스 영주점,경북대형마트담당 홈플러스,혼매경북팀,홈플러스,대형마트,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"180,000 ","180,000 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,"180,000 ",0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,2
전자랜드 안양비산점,강남양판담당 전자랜드,혼매강남팀,전자랜드,양판,0 ,0 ,0 ,0 ,0 ,0 ,"50,000 ",0 ,0 ,0 ,0 ,0 ,0 ,"50,000 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,"50,000 ",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
전자랜드 가든파이브점,강남양판담당 전자랜드,혼매강남팀,전자랜드,양판,"25,000 ",0 ,0 ,0 ,0 ,0 ,"50,000 ",0 ,"20,000 ",0 ,0 ,0 ,"130,000 ","225,000 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,"225,000 ",1,0,0,0,0,0,1,0,1,0,0,0,2,5,0,0,0,0,0,0,0,5
전자랜드 경기광주점,강남양판담당 전자랜드,혼매강남팀,전자랜드,양판,0 ,"40,000 ",0 ,"15,000 ","10,000 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,"50,000 ","115,000 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,"115,000 ",0,4,0,1,2,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,8
전자랜드 오산점,경기양판담당 전자랜드,혼매경기팀,전자랜드,양판,"90,000 ","90,000 ","40,000 ","105,000 ","70,000 ","35,000 ",0 ,"70,000 ","61,500 ",0 ,0 ,0 ,"80,000 ","641,500 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,"641,500 ",3,5,1,2,4,2,0,3,3,0,0,2,1,26,0,0,0,0,0,0,0,26
전자랜드 평택본점,경기양판담당 전자랜드,혼매경기팀,전자랜드,양판,"30,000 ","60,000 ",0 ,0 ,"95,000 ","60,000 ",0 ,"20,000 ",0 ,0 ,0 ,"10,000 ","100,000 ","375,000 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,"375,000 ",1,3,0,0,4,2,0,2,0,0,0,1,1,14,0,0,0,0,0,0,0,14
전자랜드 발안점,경기양판담당 전자랜드,혼매경기팀,전자랜드,양판,"140,000 ","10,000 ",0 ,"15,000 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"80,000 ","245,000 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,"245,000 ",4,1,0,1,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,7
전자랜드 경산점,경북양판담당 전자랜드,혼매경북팀,전자랜드,양판,0 ,0 ,0 ,0 ,0 ,0 ,"50,000 ","30,000 ",0 ,0 ,0 ,0 ,"80,000 ","160,000 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,"160,000 ",0,0,0,0,0,0,1,1,0,0,0,1,1,4,0,0,0,0,0,0,0,4
전자랜드 안동점_가전,경북양판담당 전자랜드,혼매경북팀,전자랜드,양판,"80,000 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,"1,500 ","1,800 ",0 ,0 ,"80,000 ","163,300 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,"163,300 ",2,0,0,0,0,0,0,0,1,1,0,0,1,5,0,0,0,0,0,0,0,5
전자랜드 우현점_가전,경북양판담당 전자랜드,혼매경북팀,전자랜드,양판,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"40,000 ",0 ,0 ,"40,000 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,"40,000 ",0,0,0,0,0,0,0,0,0,0,2,1,0,3,0,0,0,0,0,0,0,3
전자랜드 현대시티아울렛 대구점,경북양판담당 전자랜드,혼매경북팀,전자랜드,양판,0 ,"10,000 ",0 ,0 ,0 ,"15,000 ",0 ,0 ,"20,000 ",0 ,0 ,0 ,"240,000 ","285,000 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,"285,000 ",0,1,0,0,0,1,0,0,1,0,0,1,3,7,0,0,0,0,0,0,0,7
전자랜드 광평점_가전,경북양판담당 전자랜드,혼매경북팀,전자랜드,양판,"30,000 ","20,000 ",0 ,0 ,"10,000 ","30,000 ","50,000 ","30,000 ",0 ,0 ,0 ,"40,000 ","330,000 ","540,000 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,"540,000 ",1,1,0,0,1,1,1,1,0,0,0,2,4,12,0,0,0,0,0,0,0,12
전자랜드 김천점,경북양판담당 전자랜드,혼매경북팀,전자랜드,양판,0 ,"20,000 ",0 ,0 ,0 ,"20,000 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,"40,000 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,"40,000 ",0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2
전자랜드 오광장점_가전,경북양판담당 전자랜드,혼매경북팀,전자랜드,양판,"15,000 ","20,000 ","50,000 ",0 ,0 ,0 ,"200,000 ",0 ,0 ,0 ,"20,000 ","20,000 ","680,000 ","1,005,000 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,"1,005,000 ",1,1,2,0,0,0,4,0,0,0,1,1,8,18,0,0,0,0,0,0,0,18
전자랜드 죽전점_가전,경북양판담당 전자랜드,혼매경북팀,전자랜드,양판,"50,000 ","10,000 ",0 ,"10,000 ","10,000 ","50,000 ",0 ,0 ,"1,500 ",0 ,0 ,0 ,"440,000 ","571,500 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,"571,500 ",3,1,0,1,1,2,0,0,1,0,0,0,5,14,0,0,0,0,0,0,0,14
(신)이마트 E/T천안아산점,충청담당 이마트,혼매충청팀(A),이마트,대형마트,"15,000 ","20,000 ",0 ,0 ,"10,000 ",0 ,0 ,0 ,"20,000 ",0 ,"10,000 ",0 ,0 ,"75,000 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,"75,000 ",1,1,0,0,1,0,0,0,1,0,1,0,0,5,0,0,0,0,0,0,0,5
(신)이마트 아산점,충청담당 이마트,혼매충청팀(A),이마트,대형마트,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"80,000 ","80,000 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,"80,000 ",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
(신)이마트 천안점,충청담당 이마트,혼매충청팀(A),이마트,대형마트,"30,000 ","20,000 ","40,000 ","30,000 ","45,000 ","20,000 ","50,000 ",0 ,"76,500 ",0 ,0 ,"10,000 ","160,000 ","481,500 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,"481,500 ",1,1,1,1,2,1,1,0,2,0,0,1,2,13,0,0,0,0,0,0,0,13
신 홈플러스 청주성안점,충청담당 홈플러스,혼매충청팀(A),홈플러스,대형마트,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(신)이마트 천안서북점,충청담당 이마트,혼매충청팀(A),이마트,대형마트,"20,000 ",0 ,0 ,0 ,0 ,"30,000 ","100,000 ",0 ,"1,500 ","1,800 ",0 ,0 ,"100,000 ","253,300 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,"253,300 ",1,0,0,0,0,1,2,0,1,1,0,1,1,8,0,0,0,0,0,0,0,8
(신)이마트 천안터미널점,충청담당 이마트,혼매충청팀(A),이마트,대형마트,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"100,000 ","100,000 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,"100,000 ",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
신 홈플러스 동청주점,충청담당 홈플러스,혼매충청팀(A),홈플러스,대형마트,0 ,0 ,0 ,0 ,0 ,"30,000 ",0 ,"50,000 ",0 ,0 ,0 ,0 ,"180,000 ","260,000 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,"260,000 ",0,0,0,0,0,1,0,1,0,0,0,0,2,4,0,0,0,0,0,0,0,4
(신)이마트 서산점,충청담당 이마트,혼매충청팀(A),이마트,대형마트,"40,000 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"30,000 ","70,000 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,"70,000 ",2,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,3
(신)이마트 청주점,충청담당 이마트,혼매충청팀(A),이마트,대형마트,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"15,000 ",0 ,"100,000 ","115,000 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,"115,000 ",0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,2
(신)이마트 충주점,충청담당 이마트,혼매충청팀(A),이마트,대형마트,"105,000 ","20,000 ",0 ,"25,000 ",0 ,0 ,0 ,0 ,"150,000 ",0 ,0 ,0 ,"80,000 ","380,000 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,"380,000 ",4,1,0,2,0,0,0,0,1,0,0,0,1,9,0,0,0,0,0,0,0,9
신 홈플러스 천안점,충청담당 홈플러스,혼매충청팀(A),홈플러스,대형마트,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(신)이마트 보령점,충청담당 이마트,혼매충청팀(A),이마트,대형마트,0 ,0 ,0 ,0 ,"5,000 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"5,000 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,"5,000 ",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
신 홈플러스 논산점,충청담당 홈플러스,혼매충청팀(A),홈플러스,대형마트,"25,000 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"25,000 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,"25,000 ",2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2
신 홈플러스 보령점,충청담당 홈플러스,혼매충청팀(A),홈플러스,대형마트,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
신 홈플러스 오창점,충청담당 홈플러스,혼매충청팀(A),홈플러스,대형마트,0 ,0 ,0 ,0 ,0 ,0 ,"50,000 ",0 ,0 ,0 ,0 ,0 ,"80,000 ","130,000 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,"130,000 ",0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,2
전자랜드 분평점_가전,충청담당 전자랜드,혼매충청팀(A),전자랜드,양판,0 ,"10,000 ",0 ,0 ,"25,000 ","30,000 ","50,000 ",0 ,0 ,0 ,0 ,"40,000 ","260,000 ","415,000 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,"415,000 ",0,1,0,0,3,1,1,0,0,0,0,2,3,11,0,0,0,0,0,0,0,11
전자랜드 쌍용점_가전,충청담당 전자랜드,혼매충청팀(A),전자랜드,양판,"80,000 ","20,000 ","40,000 ","15,000 ","45,000 ","60,000 ","50,000 ",0 ,0 ,0 ,0 ,0 ,"240,000 ","550,000 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,"550,000 ",2,1,1,1,2,2,1,0,0,0,0,0,3,13,0,0,0,0,0,0,0,13
전자랜드 천안메가마트점,충청담당 전자랜드,혼매충청팀(A),전자랜드,양판,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"10,000 ",0 ,0 ,0 ,0 ,0 ,"10,000 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,"10,000 ",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
전자랜드 커넥트현대 청주점,충청담당 전자랜드,혼매충청팀(A),전자랜드,양판,"30,000 ","20,000 ",0 ,0 ,0 ,"30,000 ",0 ,0 ,0 ,0 ,0 ,0 ,"240,000 ","320,000 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,"320,000 ",1,1,0,0,0,1,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,6
전자랜드 서산점,충청담당 전자랜드,혼매충청팀(A),전자랜드,양판,"80,000 ",0 ,0 ,"15,000 ","10,000 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"105,000 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,"105,000 ",2,0,0,1,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4
전자랜드 아산점_가전,충청담당 전자랜드,혼매충청팀(A),전자랜드,양판,0 ,0 ,"40,000 ",0 ,0 ,"30,000 ",0 ,"50,000 ",0 ,0 ,0 ,"40,000 ",0 ,"160,000 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,"160,000 ",0,0,1,0,0,1,0,1,0,0,0,2,0,5,0,0,0,0,0,0,0,5
전자랜드 홍성점,충청담당 전자랜드,혼매충청팀(A),전자랜드,양판,0 ,0 ,0 ,0 ,0 ,"15,000 ",0 ,0 ,0 ,0 ,"15,000 ",0 ,0 ,"30,000 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,"30,000 ",0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,2
